dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
0900,Kleavor,8,Bug,Rock,Axe Pokémon,1.8,89.0,Swarm,Sheer Force,Sharpness,70,135,95,45,70,85,500,3 Attack,15,50,175,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0901,Ursaluna,8,Ground,Normal,Peat Pokémon,2.4,290.0,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550,3 Attack,20,50,275,Medium Fast,Field,,50.0,50.0,20,Ordinary
0902,Basculegion,8,Water,Ghost,Big Fish Pokémon,3.0,110.0,Swift Swim,Adaptability,Mold Breaker,120,112,65,80,75,78,530,3 HP,45,50,265,Medium Fast,Water 2,,100.0,0.0,20,Ordinary
0903,Sneasler,8,Fighting,Poison,Free Climb Pokémon,1.3,43.0,Pressure,Unburden,Poison Touch,80,130,60,40,80,120,510,2 Attack,20,50,102,Medium Slow,Field,,50.0,50.0,20,Ordinary
0904,Overqwil,8,Dark,Poison,Pin Cluster Pokémon,2.5,60.5,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510,2 Attack,45,50,179,Medium Fast,Water 2,,50.0,50.0,20,Ordinary
0905,Enamorus,8,Fairy,Flying,Love-Hate Pokémon,1.6,48.0,Cute Charm,Contrary,,74,115,70,135,80,106,580,3 Sp. Atk,3,50,116,Slow,Undiscovered,,0.0,100.0,20,Legendary
0906,Sprigatito,9,Grass,,Grass Cat Pokémon,0.4,4.1,Overgrow,Protean,,40,61,54,45,45,65,310,1 Speed,45,50,62,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0907,Floragato,9,Grass,,Grass Cat Pokémon,0.9,12.2,Overgrow,Protean,,61,80,63,60,63,83,410,2 Speed,45,50,144,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0908,Meowscarada,9,Grass,Dark,Magician Pokémon,1.5,31.2,Overgrow,Protean,,76,110,70,81,70,123,530,3 Speed,45,50,265,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0909,Fuecoco,9,Fire,,Fire Croc Pokémon,0.4,9.8,Blaze,Unaware,,67,45,59,63,40,36,310,1 HP,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
0910,Crocalor,9,Fire,,Fire Croc Pokémon,1.0,30.7,Blaze,Unaware,,81,55,78,90,58,49,411,2 Sp. Atk,45,50,144,Medium Slow,Field,,87.5,12.5,20,Ordinary
0911,Skeledirge,9,Fire,Ghost,Singer Pokémon,1.6,326.5,Blaze,Unaware,,104,75,100,110,75,66,530,3 Sp. Atk,45,50,265,Medium Slow,Field,,87.5,12.5,20,Ordinary
0912,Quaxly,9,Water,,Duckling Pokémon,0.5,6.1,Torrent,Moxie,,55,65,45,50,45,50,310,1 Attack,45,50,62,Medium Slow,Flying ,Water 1,87.5,12.5,20,Ordinary
0913,Quaxwell,9,Water,,Practicing Pokémon,1.2,21.5,Torrent,Moxie,,70,85,65,65,60,65,410,2 Attack,45,50,144,Medium Slow,Flying ,Water 1,87.5,12.5,20,Ordinary
0914,Quaquaval,9,Water,Fighting,Dancer Pokémon,1.8,61.9,Torrent,Moxie,,85,120,80,85,75,85,530,3 Attack,45,50,265,Medium Slow,Flying ,Water 1,87.5,12.5,20,Ordinary
0915,Lechonk,9,Normal,,Hog Pokémon,0.5,10.2,Aroma Veil,Gluttony,Thick Fat,54,45,40,35,45,35,254,1 HP,255,50,51,Medium Fast,Field,,50.0,50.0,15,Ordinary
0916,Oinkologne,9,Normal,,Hog Pokémon,1.0,120.0,Lingering Aroma,Gluttony,Thick Fat,110,100,75,59,80,65,489,2 HP,100,50,171,Medium Fast,Field,,100.0,0.0,15,Ordinary
0917,Tarountula,9,Bug,,String Ball Pokémon,0.3,4.0,Insomnia,Stakeout,,35,41,45,29,40,20,210,1 Defense,255,50,42,Erratic,Bug,,50.0,50.0,15,Ordinary
0918,Spidops,9,Bug,,Trap Pokémon,1.0,16.5,Insomnia,Stakeout,,60,79,92,52,86,35,404,2 Defense,120,50,141,Erratic,Bug,,50.0,50.0,15,Ordinary
0919,Nymble,9,Bug,,Grasshopper Pokémon,0.2,1.0,Swarm,Tinted Lens,,33,46,40,21,25,45,210,1 Attack,190,20,42,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0920,Lokix,9,Bug,Dark,Grasshopper Pokémon,1.0,17.5,Swarm,Tinted Lens,,71,102,78,52,55,92,450,2 Attack,30,0,158,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0921,Pawmi,9,Electric,,Mouse Pokémon,0.3,2.5,Static,Natural Cure,Iron Fist,45,50,20,40,25,60,240,1 Speed,190,50,48,Medium Fast,Field,,50.0,50.0,15,Ordinary
0922,Pawmo,9,Electric,Fighting,Mouse Pokémon,0.4,6.5,Volt Absorb,Natural Cure,Iron Fist,60,75,40,50,40,85,350,2 Speed,80,50,123,Medium Fast,Field,,50.0,50.0,15,Ordinary
0923,Pawmot,9,Electric,Fighting,Hands-On Pokémon,0.9,41.0,Volt Absorb,Natural Cure,Iron Fist,70,115,70,70,60,105,490,3 Attack,45,50,245,Medium Fast,Field,,50.0,50.0,15,Ordinary
0924,Tandemaus,9,Normal,,Couple Pokémon,0.3,1.8,Run Away,Pickup,Own Tempo,50,50,45,40,45,75,305,1 Speed,150,50,61,Fast,Fairy ,Field,,,10,Ordinary
0925,Maushold,9,Normal,,Family Pokémon,0.3,2.8,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,2 Speed,75,50,165,Fast,Fairy ,Field,,,10,Ordinary
0926,Fidough,9,Fairy,,Puppy Pokémon,0.3,10.9,Own Tempo,Klutz,,37,55,70,30,55,65,312,1 Speed,190,50,62,Medium Slow,Field ,Mineral,50.0,50.0,20,Ordinary
0927,Dachsbun,9,Fairy,,Dog Pokémon,0.5,14.9,Well-Baked Body,Aroma Veil,,57,80,115,50,80,95,477,2 Speed,90,50,167,Medium Slow,Field ,Mineral,50.0,50.0,20,Ordinary
0928,Smoliv,9,Grass,Normal,Olive Pokémon,0.3,6.5,Early Bird,Harvest,,41,35,45,58,51,30,260,1 Sp. Atk,255,50,52,Medium Slow,Grass,,50.0,50.0,20,Ordinary
0929,Dolliv,9,Grass,Normal,Olive Pokémon,0.6,11.9,Early Bird,Harvest,,52,53,60,78,78,33,354,2 Sp. Atk,120,50,124,Medium Slow,Grass,,50.0,50.0,20,Ordinary
0930,Arboliva,9,Grass,Normal,Olive Pokémon,1.4,48.2,Seed Sower,Harvest,,78,69,90,125,109,39,510,3 Sp. Atk,45,50,255,Medium Slow,Grass,,50.0,50.0,20,Ordinary
0931,Squawkabilly,9,Normal,Flying,Parrot Pokémon,0.6,2.4,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,1 Attack,190,50,146,Erratic,Flying,,50.0,50.0,15,Ordinary
0932,Nacli,9,Rock,,Rock Salt Pokémon,0.4,16.0,Purifying Salt,Sturdy,Clear Body,55,55,75,35,35,25,280,1 Defense,255,50,56,Medium Slow,Mineral,,50.0,50.0,20,Ordinary
0933,Naclstack,9,Rock,,Rock Salt Pokémon,0.6,105.0,Purifying Salt,Sturdy,Clear Body,60,60,100,35,65,35,355,2 Defense,120,50,124,Medium Slow,Mineral,,50.0,50.0,20,Ordinary
0934,Garganacl,9,Rock,,Rock Salt Pokémon,2.3,240.0,Purifying Salt,Sturdy,Clear Body,100,100,130,45,90,35,500,3 Defense,45,50,250,Medium Slow,Mineral,,50.0,50.0,20,Ordinary
0935,Charcadet,9,Fire,,Fire Child Pokémon,0.6,10.5,Flash Fire,Flame Body,,40,50,40,50,40,35,255,1 Sp. Atk,90,50,51,Slow,Human-Like,,50.0,50.0,35,Ordinary
0936,Armarouge,9,Fire,Psychic,Fire Warrior Pokémon,1.5,85.0,Flash Fire,Weak Armor,,85,60,100,125,80,75,525,2 Sp. Atk,25,20,263,Slow,Human-Like,,50.0,50.0,35,Ordinary
0937,Ceruledge,9,Fire,Ghost,Fire Blades Pokémon,1.6,62.0,Flash Fire,Weak Armor,,75,125,80,60,100,85,525,2 Attack,25,20,263,Slow,Human-Like,,50.0,50.0,35,Ordinary
0938,Tadbulb,9,Electric,,EleTadpole Pokémon,0.3,0.4,Own Tempo,Static,Damp,61,31,41,59,35,45,272,1 HP,190,50,54,Medium Fast,Water 1,,50.0,50.0,20,Ordinary
0939,Bellibolt,9,Electric,,EleFrog Pokémon,1.2,113.0,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,2 HP,50,50,173,Medium Fast,Water 1,,50.0,50.0,20,Ordinary
0940,Wattrel,9,Electric,Flying,Storm Petrel Pokémon,0.4,3.6,Wind Power,Volt Absorb,Competitive,40,40,35,55,40,70,280,1 Speed,180,50,56,Medium Slow,Flying ,Water 1,50.0,50.0,20,Ordinary
0941,Kilowattrel,9,Electric,Flying,Frigatebird Pokémon,1.4,38.6,Wind Power,Volt Absorb,Competitive,70,70,60,105,60,125,490,2 Speed,90,50,172,Medium Slow,Flying ,Water 1,50.0,50.0,20,Ordinary
0942,Maschiff,9,Dark,,Rascal Pokémon,0.5,16.0,Intimidate,Run Away,Stakeout,60,78,60,40,51,51,340,1 Attack,150,50,68,Medium Slow,Field,,50.0,50.0,20,Ordinary
0943,Mabosstiff,9,Dark,,Boss Pokémon,1.1,61.0,Intimidate,Guard Dog,Stakeout,80,120,90,60,70,85,505,2 Attack,75,50,177,Medium Slow,Field,,50.0,50.0,20,Ordinary
0944,Shroodle,9,Poison,Normal,Toxic Mouse Pokémon,0.2,0.7,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,1 Speed,190,50,58,Medium Slow,Field,,50.0,50.0,20,Ordinary
0945,Grafaiai,9,Poison,Normal,Toxic Monkey Pokémon,0.7,27.2,Unburden,Poison Touch,Prankster,63,95,65,80,72,110,485,2 Speed,90,50,170,Medium Slow,Field,,50.0,50.0,20,Ordinary
0946,Bramblin,9,Grass,Ghost,Tumbleweed Pokémon,0.6,0.6,Wind Rider,Infiltrator,,40,65,30,45,35,60,275,1 Attack,190,50,55,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0947,Brambleghast,9,Grass,Ghost,Tumbleweed Pokémon,1.2,6.0,Wind Rider,Infiltrator,,55,115,70,80,70,90,480,2 Attack,45,50,168,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0948,Toedscool,9,Ground,Grass,Woodear Pokémon,0.9,33.0,Mycelium Might,,,40,40,35,50,100,70,335,1 Sp. Def,190,50,67,Medium Slow,Grass,,50.0,50.0,20,Ordinary
0949,Toedscruel,9,Ground,Grass,Woodear Pokémon,1.9,58.0,Mycelium Might,,,80,70,65,80,120,100,515,2 Sp. Def,90,50,180,Medium Slow,Grass,,50.0,50.0,20,Ordinary
0950,Klawf,9,Rock,,Ambush Pokémon,1.3,79.0,Anger Shell,Shell Armor,Regenerator,70,100,115,35,55,75,450,2 Defense,120,50,158,Medium Fast,Water 3,,50.0,50.0,35,Ordinary
0951,Capsakid,9,Grass,,Spicy Pepper Pokémon,0.3,3.0,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,1 Attack,190,50,61,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0952,Scovillain,9,Grass,Fire,Spicy Pepper Pokémon,0.9,15.0,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,2 Attack,75,50,170,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0953,Rellor,9,Bug,,Rolling Pokémon,0.2,1.0,Compound Eyes,Shed Skin,,41,50,60,31,58,30,270,1 Defense,190,50,54,Fast,Bug,,50.0,50.0,20,Ordinary
0954,Rabsca,9,Bug,Psychic,Rolling Pokémon,0.3,3.5,Synchronize,Telepathy,,75,50,85,115,100,45,470,2 Sp. Atk,45,50,165,Fast,Bug,,50.0,50.0,20,Ordinary
0955,Flittle,9,Psychic,,Frill Pokémon,0.2,1.5,Anticipation,Frisk,Speed Boost,30,35,30,55,30,75,255,1 Speed,120,50,51,Medium Slow,Flying,,50.0,50.0,20,Ordinary
0956,Espathra,9,Psychic,,Ostrich Pokémon,1.9,90.0,Opportunist,Frisk,Speed Boost,95,60,60,101,60,105,481,2 Speed,60,50,168,Medium Slow,Flying,,50.0,50.0,20,Ordinary
0957,Tinkatink,9,Fairy,Steel,Metalsmith Pokémon,0.4,8.9,Mold Breaker,Own Tempo,Pickpocket,50,45,45,35,64,58,297,1 Sp. Def,190,50,59,Medium Slow,Fairy,,0.0,100.0,20,Ordinary
0958,Tinkatuff,9,Fairy,Steel,Hammer Pokémon,0.7,59.1,Mold Breaker,Own Tempo,Pickpocket,65,55,55,45,82,78,380,2 Sp. Def,90,50,133,Medium Slow,Fairy,,0.0,100.0,20,Ordinary
0959,Tinkaton,9,Fairy,Steel,Hammer Pokémon,0.7,112.8,Mold Breaker,Own Tempo,Pickpocket,85,75,77,70,105,94,506,3 Sp. Def,45,50,253,Medium Slow,Fairy,,0.0,100.0,20,Ordinary
0960,Wiglett,9,Water,,Garden Eel Pokémon,1.2,1.8,Gooey,Rattled,Sand Veil,10,55,25,35,25,95,245,1 Speed,255,50,49,Medium Fast,Water 3,,50.0,50.0,20,Ordinary
0961,Wugtrio,9,Water,,Garden Eel Pokémon,1.2,5.4,Gooey,Rattled,Sand Veil,35,100,50,50,70,120,425,2 Speed,50,50,149,Medium Fast,Water 3,,50.0,50.0,20,Ordinary
0962,Bombirdier,9,Flying,Dark,Item Drop Pokémon,1.5,42.9,Big Pecks,Keen Eye,Rocky Payload,70,103,85,60,85,82,485,2 Attack,25,50,243,Slow,Flying,,50.0,50.0,35,Ordinary
0963,Finizen,9,Water,,Dolphin Pokémon,1.3,60.2,Water Veil,,,70,45,40,45,40,75,315,1 Speed,200,50,63,Slow,Field ,Water 2,50.0,50.0,40,Ordinary
0964,Palafin,9,Water,,Dolphin Pokémon,1.3,60.2,Zero to Hero,,,100,70,72,53,62,100,457,2 HP,45,50,160,Slow,Field ,Water 2,50.0,50.0,40,Ordinary
0965,Varoom,9,Steel,Poison,Single-Cyl Pokémon,1.0,35.0,Overcoat,Slow Start,,45,70,63,30,45,47,300,1 Attack,190,50,60,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0966,Revavroom,9,Steel,Poison,Multi-Cyl Pokémon,1.8,120.0,Overcoat,Filter,,80,119,90,54,67,90,500,2 Attack,75,50,175,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0967,Cyclizar,9,Dragon,Normal,Mount Pokémon,1.6,63.0,Shed Skin,Regenerator,,70,95,65,85,65,121,501,2 Speed,190,50,175,Medium Slow,Field,,50.0,50.0,30,Ordinary
0968,Orthworm,9,Steel,,Earthworm Pokémon,2.5,310.0,Earth Eater,Sand Veil,,70,85,145,60,55,65,480,2 Defense,25,50,240,Slow,Field,,50.0,50.0,35,Ordinary
0969,Glimmet,9,Rock,Poison,Ore Pokémon,0.7,8.0,Toxic Debris,Corrosion,,48,35,42,105,60,60,350,1 Sp. Atk,70,50,70,Medium Slow,Mineral,,50.0,50.0,30,Ordinary
0970,Glimmora,9,Rock,Poison,Ore Pokémon,1.5,45.0,Toxic Debris,Corrosion,,83,55,90,130,81,86,525,2 Sp. Atk,25,50,184,Medium Slow,Mineral,,50.0,50.0,30,Ordinary
0971,Greavard,9,Ghost,,Ghost Dog Pokémon,0.6,35.0,Pickup,Fluffy,,50,61,60,30,55,34,290,1 Attack,120,50,58,Medium Slow,Field,,50.0,50.0,20,Ordinary
0972,Houndstone,9,Ghost,,Ghost Dog Pokémon,2.0,15.0,Sand Rush,Fluffy,,72,101,100,50,97,68,488,2 Attack,60,50,171,Medium Slow,Field,,50.0,50.0,20,Ordinary
0973,Flamigo,9,Flying,Fighting,Synchronize Pokémon,1.6,37.0,Scrappy,Tangled Feet,Costar,82,115,74,75,64,90,500,2 Attack,100,50,175,Medium Slow,Flying,,50.0,50.0,20,Ordinary
0974,Cetoddle,9,Ice,,Terra Whale Pokémon,1.2,45.0,Thick Fat,Snow Cloak,Sheer Force,108,68,45,30,40,43,334,1 HP,150,50,67,Medium Slow,Field,,50.0,50.0,25,Ordinary
0975,Cetitan,9,Ice,,Terra Whale Pokémon,4.5,700.0,Thick Fat,Slush Rush,Sheer Force,170,113,65,45,55,73,521,2 HP,50,50,182,Medium Slow,Field,,50.0,50.0,25,Ordinary
0976,Veluza,9,Water,Psychic,Jettison Pokémon,2.5,90.0,Mold Breaker,Sharpness,,90,102,73,78,65,70,478,2 Attack,100,50,167,Fast,Water 2,,50.0,50.0,20,Ordinary
0977,Dondozo,9,Water,,Big Catfish Pokémon,12.0,220.0,Unaware,Oblivious,Water Veil,150,100,115,65,65,35,530,3 HP,25,50,265,Slow,Water 2,,50.0,50.0,40,Ordinary
0978,Tatsugiri,9,Dragon,Water,Mimicry Pokémon,0.3,8.0,Commander,Storm Drain,,68,50,60,120,95,82,475,2 Sp. Atk,100,50,166,Medium Slow,Water 2,,50.0,50.0,35,Ordinary
0979,Annihilape,9,Fighting,Ghost,Rage Monkey Pokémon,1.2,56.0,Vital Spirit,Inner Focus,Defiant,110,115,80,50,90,90,535,3 Attack,45,50,268,Medium Fast,Field,,50.0,50.0,20,Ordinary
0980,Clodsire,9,Poison,Ground,Spiny Fish Pokémon,1.8,223.0,Poison Point,Water Absorb,Unaware,130,75,60,45,100,20,430,2 HP,90,50,151,Medium Fast,Field ,Water 1,50.0,50.0,20,Ordinary
0981,Farigiraf,9,Normal,Psychic,Long Neck Pokémon,3.2,160.0,Cud Chew,Armor Tail,Sap Sipper,120,90,70,110,70,60,520,3 HP,45,50,260,Medium Fast,Field,,50.0,50.0,20,Ordinary
0982,Dudunsparce,9,Normal,,Land Snake Pokémon,3.6,39.2,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,2 HP,45,50,182,Medium Fast,Field,,50.0,50.0,20,Ordinary
0983,Kingambit,9,Dark,Steel,Big Blade Pokémon,2.0,120.0,Defiant,Supreme Overlord,Pressure,100,135,120,60,85,50,550,3 Attack,25,50,275,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0984,Great Tusk,9,Ground,Fighting,Paradox Pokémon,2.2,320.0,Protosynthesis,,,115,131,131,53,53,87,570,3 Attack,30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
0985,Scream Tail,9,Fairy,Psychic,Paradox Pokémon,1.2,8.0,Protosynthesis,,,115,65,99,65,115,111,570,3 HP,50,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
0986,Brute Bonnet,9,Grass,Dark,Paradox Pokémon,1.2,21.0,Protosynthesis,,,111,127,99,79,99,55,570,3 Attack,50,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
0987,Flutter Mane,9,Ghost,Fairy,Paradox Pokémon,1.4,4.0,Protosynthesis,,,55,55,55,135,135,135,570,"1 Sp. Atk, 1 Sp. Def, 1 Speed",30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
0988,Slither Wing,9,Bug,Fighting,Paradox Pokémon,3.2,92.0,Protosynthesis,,,85,135,79,85,105,81,570,3 Attack,30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
0989,Sandy Shocks,9,Electric,Ground,Paradox Pokémon,2.3,60.0,Protosynthesis,,,85,81,97,121,85,101,570,3 Sp. Atk,30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
0990,Iron Treads,9,Ground,Steel,Paradox Pokémon,0.9,240.0,Quark Drive,,,90,112,120,72,70,106,570,3 Defense,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
0991,Iron Bundle,9,Ice,Water,Paradox Pokémon,0.6,11.0,Quark Drive,,,56,80,114,124,60,136,570,3 Speed,50,0,285,Slow,Undiscovered,,,,50,Future Paradox
0992,Iron Hands,9,Fighting,Electric,Paradox Pokémon,1.8,380.7,Quark Drive,,,154,140,108,50,68,50,570,3 Attack,50,0,285,Slow,Undiscovered,,,,50,Future Paradox
0993,Iron Jugulis,9,Dark,Flying,Paradox Pokémon,1.3,111.0,Quark Drive,,,94,80,86,122,80,108,570,3 Sp. Atk,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
0994,Iron Moth,9,Fire,Poison,Paradox Pokémon,1.2,36.0,Quark Drive,,,80,70,60,140,110,110,570,3 Sp. Atk,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
0995,Iron Thorns,9,Rock,Electric,Paradox Pokémon,1.6,303.0,Quark Drive,,,100,134,110,70,84,72,570,3 Attack,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
0996,Frigibax,9,Dragon,Ice,Ice Fin Pokémon,0.5,17.0,Thermal Exchange,Ice Body,,65,75,45,35,45,55,320,1 Attack,45,50,64,Slow,Dragon ,Mineral,50.0,50.0,40,Ordinary
0997,Arctibax,9,Dragon,Ice,Ice Fin Pokémon,0.8,30.0,Thermal Exchange,Ice Body,,90,95,66,45,65,62,423,2 Attack,25,50,148,Slow,Dragon ,Mineral,50.0,50.0,40,Ordinary
0998,Baxcalibur,9,Dragon,Ice,Ice Dragon Pokémon,2.1,210.0,Thermal Exchange,Ice Body,,115,145,92,75,86,87,600,3 Attack,10,50,300,Slow,Dragon ,Mineral,50.0,50.0,40,Ordinary
0999,Gimmighoul,9,Ghost,,Coin Chest Pokémon,0.3,5.0,Rattled,,,45,30,70,75,70,10,300,1 Sp. Atk,45,50,60,Slow,Undiscovered,,,,50,Ordinary
1000,Gholdengo,9,Steel,Ghost,Coin Entity Pokémon,1.2,30.0,Good as Gold,,,87,60,95,133,91,84,550,2 Sp. Atk,45,50,275,Slow,Undiscovered,,,,50,Ordinary
1001,Wo-Chien,9,Dark,Grass,Ruinous Pokémon,1.5,74.2,Tablets of Ruin,,,85,85,100,95,135,70,570,3 Sp. Def,6,0,285,Slow,Undiscovered,,,,50,Legendary
1002,Chien-Pao,9,Dark,Ice,Ruinous Pokémon,1.9,152.2,Sword of Ruin,,,80,120,80,90,65,135,570,3 Speed,6,0,285,Slow,Undiscovered,,,,50,Legendary
1003,Ting-Lu,9,Dark,Ground,Ruinous Pokémon,2.7,699.7,Vessel of Ruin,,,155,110,125,55,80,45,570,3 Defense,6,0,285,Slow,Undiscovered,,,,50,Legendary
1004,Chi-Yu,9,Dark,Fire,Ruinous Pokémon,0.4,4.9,Beads of Ruin,,,55,80,80,135,120,100,570,3 Sp. Atk,6,0,285,Slow,Undiscovered,,,,50,Legendary
1005,Roaring Moon,9,Dragon,Dark,Paradox Pokémon,2.0,380.0,Protosynthesis,,,105,139,71,55,101,119,590,3 Attack,10,0,295,Slow,Undiscovered,,,,50,Ancient Paradox
1006,Iron Valiant,9,Fairy,Fighting,Paradox Pokémon,1.4,35.0,Quark Drive,,,74,130,90,120,60,116,590,3 Attack,10,0,295,Slow,Undiscovered,,,,50,Future Paradox
1007,Koraidon,9,Fighting,Dragon,Paradox Pokémon,2.5,303.0,Orichalcum Pulse,,,100,135,115,85,100,135,670,3 Attack,3,0,335,Slow,Undiscovered,,,,50,Legendary
1008,Miraidon,9,Electric,Dragon,Paradox Pokémon,3.5,240.0,Hadron Engine,,,100,85,100,135,115,135,670,3 Sp. Atk,3,0,335,Slow,Undiscovered,,,,50,Legendary
1009,Walking Wake,9,Water,Dragon,Paradox Pokémon,3.5,280.0,Protosynthesis,,,99,83,91,125,83,109,590,3 Sp. Atk,5,—,—,Slow,Undiscovered,,,,—,Ancient Paradox
1010,Iron Leaves,9,Grass,Psychic,Paradox Pokémon,1.5,125.0,Quark Drive,,,90,130,88,70,108,104,590,3 Attack,5,—,—,Slow,Undiscovered,,,,—,Future Paradox
1011,Dipplin,9,Grass,Dragon,Candy Apple Pokémon,0.4,4.4,Supersweet Syrup,Gluttony,Sticky Hold,80,80,110,95,80,40,485,2 Defense,45,—,—,Erratic,Dragon ,Grass,50.0,50.0,—,Ordinary
1012,Poltchageist,9,Grass,Ghost,Matcha Pokémon,0.1,1.1,Hospitality,Heatproof,,40,45,45,74,54,50,308,1 Sp. Atk,120,—,—,Medium Fast,Amorphous ,Mineral,,,—,Ordinary
1013,Sinistcha,9,Grass,Ghost,Matcha Pokémon,0.2,2.2,Hospitality,Heatproof,,71,60,106,121,80,70,508,2 Sp. Atk,60,—,—,Medium Fast,Amorphous ,Mineral,,,—,Ordinary
1014,Okidogi,9,Poison,Fighting,Retainer Pokémon,1.8,92.0,Toxic Chain,Guard Dog,,88,128,115,58,86,80,555,3 Attack,3,—,—,Slow,Undiscovered,,100.0,0.0,—,Legendary
1015,Munkidori,9,Poison,Psychic,Retainer Pokémon,1.0,12.2,Toxic Chain,Frisk,,88,75,66,130,90,106,555,3 Sp. Atk,3,—,—,Slow,Undiscovered,,100.0,0.0,—,Legendary
1016,Fezandipiti,9,Poison,Fairy,Retainer Pokémon,1.4,30.1,Toxic Chain,Technician,,88,91,82,70,125,99,555,3 Sp. Def,3,—,—,Slow,Undiscovered,,100.0,0.0,—,Legendary
1017,Ogerpon,9,Grass,,Mask Pokémon,1.2,39.8,Defiant,Embody Aspect,,80,120,84,60,96,110,550,3 Attack,5,—,—,Slow,Undiscovered,,0.0,100.0,—,Legendary
1018,Archaludon,9,Steel,Dragon,Alloy Pokémon,2.0,60.0,Stamina,Sturdy,Stalwart,90,105,130,125,65,85,600,3 Defense,10,—,—,Medium Fast,Dragon ,Mineral,50.0,50.0,—,Ordinary
1019,Hydrapple,9,Grass,Dragon,—,1.8,93.0,Supersweet Syrup,Regenerator,Sticky Hold,106,80,110,120,80,44,540,3 Sp. Atk,10,—,—,Erratic,Dragon ,Grass,50.0,50.0,—,Ordinary
1020,Gouging Fire,9,Fire,Dragon,Paradox Pokémon,3.5,590.0,Protosynthesis,,,105,115,121,65,93,91,590,3 Defense,10,—,—,Slow,Undiscovered,,,,—,Ancient Paradox
1021,Raging Bolt,9,Electric,Dragon,Paradox Pokémon,5.2,480.0,Protosynthesis,,,125,73,91,137,89,75,590,3 Sp. Atk,10,—,—,Slow,Undiscovered,,,,—,Ancient Paradox
1022,Iron Boulder,9,Rock,Psychic,Paradox Pokémon,1.5,162.5,Quark Drive,,,90,120,80,68,108,124,590,3 Speed,10,—,—,Slow,Undiscovered,,,,—,Future Paradox
1023,Iron Crown,9,Steel,Psychic,Paradox Pokémon,1.6,156.0,Quark Drive,,,90,72,100,122,108,98,590,3 Sp. Atk,10,—,—,Slow,Undiscovered,,,,—,Future Paradox
1024,Terapagos,9,Normal,,Tera Pokémon,0.2,6.5,Tera Shift,,,90,65,85,65,85,60,450,1 Defense,255,—,—,Slow,Undiscovered,,50.0,50.0,—,Legendary
1025,Pecharunt,9,Poison,Ghost,Subjugation Pokémon,0.3,0.3,Poison Puppeteer,,,88,88,160,88,88,88,600,3 Defense,3,—,—,Slow,Undiscovered,,,,—,Mythical
